city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
上海,整租·凤城二村 1室0厅 南,整租,杨浦,控江路,凤城二村,33.82,1,0,1,南,中,5,官方核验|近地铁|随时看房,链家,1天前维护,2800
上海,整租·高兴花园二三四街坊 1室1厅 南,整租,闵行,春申,高兴花园二三四街坊,43.04,1,1,1,南,低,6,官方核验|精装,链家,4天前维护,3400
上海,整租·长海坊 1室1厅 南,整租,徐汇,康健,长海坊,44.44,1,1,1,南,高,6,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3600
上海,整租·世昶生活广场 1室0厅 南,整租,嘉定,安亭,世昶生活广场,220.0,1,0,0,南,中,22,近地铁,链家,,12000
上海,整租·田渡小区 2室1厅 南,整租,长宁,新华路,田渡小区,67.82,2,1,1,南,低,6,自营|新上|近地铁|押一付一|随时看房|首次出租,贝壳优选,今天维护,6090
上海,独栋·露美家花园精品公寓 金桥店 经典一居室 1室1厅,独栋,,,,33.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|押一付一,露美家花园精品公寓,13天前维护,3500-4000
上海,整租·凤城二村 2室1厅 东,整租,杨浦,控江路,凤城二村,36.38,2,1,1,东,高,5,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,4200
上海,整租·百鸟苑 2室1厅 南,整租,松江,洞泾,百鸟苑,60.0,2,1,1,南,中,16,官方核验|自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,2500
上海,整租·恒大华城长清苑 2室1厅 南,整租,浦东,杨思前滩,恒大华城长清苑,81.12,2,1,1,南,中,5,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,6000
上海,整租·兆丰帝景苑 2室2厅 南,整租,徐汇,徐家汇,兆丰帝景苑,100.02,2,2,1,南,高,28,官方核验|近地铁,链家,1天前维护,14500
